,name,sex,dob,zip,citizenship,marital_status,last_voted
1434,"Hudson, Brianna",Female,1937-06-09,2300,Denmark,Never married,0
1435,"Gutierrez, Brandon",Male,1918-10-13,2400,Denmark,Widowed,2
1436,"Unruh, Richard",Male,1950-05-27,2400,Denmark,Married/separated,0
1437,"Garcia, Selena",Female,1957-10-15,2400,Denmark,Married/separated,0
1438,"Carlos, David",Male,1984-10-05,2300,Denmark,Married/separated,0
1439,"Gabel, Jamie",Female,1940-12-15,2400,Denmark,Divorced,2
1440,"Maranto, Chelsea",Female,1945-03-17,2300,Denmark,Divorced,0
1441,"Turner, Riley",Male,1946-06-04,2300,Denmark,Divorced,2
1442,"Hunt, Quinn",Female,1930-08-18,2400,Denmark,Married/separated,0
1443,"Paik, Nhuquynh",Female,1945-07-24,2200,Denmark,Divorced,2
1444,"al-Huq, Jafar",Male,1927-09-30,2200,Denmark,Widowed,2
1445,"Wright, Ashley",Female,1958-04-28,2300,Denmark,Married/separated,0
1446,"el-Rauf, Taaj",Male,1947-06-21,2400,Denmark,Married/separated,0
1447,"el-Halaby, Ariyya",Female,1970-02-19,2400,Denmark,Married/separated,0
1448,"Pesek, Christen",Female,1954-10-05,2300,Denmark,Married/separated,2
1449,"Cooter, Kelly",Female,1951-10-15,2200,Denmark,Widowed,0
1450,"Nguyen, Gow Xhoua",Female,1948-11-09,2400,Denmark,Married/separated,0
1451,"Ro, Thao",Female,1934-01-27,2300,Denmark,Widowed,0
1452,"al-Nouri, Fawz",Male,1943-08-26,2300,Denmark,Married/separated,0
1453,"Medina, Riley",Female,1939-01-18,2400,Denmark,Married/separated,0
1454,"Abeyta, Kristy",Female,1944-08-25,2400,Denmark,Married/separated,0
1455,"el-Emami, Muzammil",Male,1941-05-23,2200,Denmark,Married/separated,0
1456,"Richmond, Miranda",Female,1957-09-26,2400,Denmark,Divorced,0
1457,"Harmon, Brittany",Female,1923-07-01,2400,Lithuania,Widowed,2
1458,"Williams, Angela",Female,1948-03-26,2200,Denmark,Married/separated,2
1459,"Mcgee, Miya",Female,1955-12-01,2200,Denmark,Never married,0
1460,"Petersian, Taneil",Female,1929-04-29,2100,Denmark,Married/separated,0
1461,"Stock, Sarah",Female,1942-12-04,2400,Denmark,Married/separated,2
1462,"Jefferson, Savannah",Female,1967-05-04,2300,Denmark,Never married,0
1463,"Wright, Ariel",Female,1918-06-16,2300,Denmark,Widowed,0
1464,"Whiteskunk, Darrell",Male,1952-06-08,2100,Denmark,Married/separated,0
1465,"John, Andrew",Male,1946-03-27,2100,Denmark,Married/separated,0
1466,"el-Fares, Mahfoodha",Female,1980-05-16,2100,Denmark,Never married,0
1467,"el-Afzal, Tayyiba",Female,1946-01-21,2300,Denmark,Married/separated,0
1468,"Dumon, Enkhtsogt",Male,1922-11-27,2300,Denmark,Divorced,0
1469,"Lindsey, Sara",Female,1970-04-30,2300,Denmark,Married/separated,2
1470,"Hoskins, Cora",Female,1954-07-23,2200,Denmark,Widowed,0
1471,"Hansen, Kenneth",Male,1948-12-21,2400,Denmark,Never married,0
1472,"Klinger, Kelsey",Female,1935-03-08,2300,Denmark,Widowed,0
1473,"al-Wahab, Nawf",Male,1975-11-18,2400,Denmark,Married/separated,2
1474,"Hernandez, Mario",Male,1936-06-07,2300,Denmark,Married/separated,0
1475,"Quiel, Darian",Female,1934-04-07,2400,Denmark,Married/separated,0
1476,"Marion, Madeline",Female,1938-06-05,2200,Denmark,Widowed,0
1477,"Gardner, Brian",Male,1948-05-29,2400,Denmark,Married/separated,0
1478,"al-Samaan, Nabeela",Female,1932-11-03,2300,Denmark,Widowed,0
1479,"Thomas, Elijah",Male,1922-10-15,2400,Lithuania,Widowed,2
1480,"Brown, Ariel",Female,1952-05-14,2400,Denmark,Married/separated,2
1481,"Larsen, Juan",Male,1942-07-09,2400,Denmark,Widowed,0
1482,"al-Sinai, Taamira",Female,1953-03-04,2400,Denmark,Married/separated,0
1483,"Lopez, Gustavo",Male,1956-04-23,2400,Denmark,Married/separated,0
1484,"Herron Jr, Chantal",Female,1949-05-16,2300,Pakistan,Married/separated,0
1485,"Le, Maisee",Female,1953-12-13,2300,Denmark,Never married,0
1486,"Raymond, Kevin",Male,1955-04-11,2400,Denmark,Married/separated,2
1487,"el-Zamani, Shaahira",Female,1970-08-20,2200,Denmark,Married/separated,2
1488,"Perkins, Bailee",Female,1945-04-07,2100,Denmark,Married/separated,2
1489,"Anderson, Abdullah",Male,1936-12-17,2200,Denmark,Widowed,0
1490,"Stadtherr, Cody",Male,1955-09-27,2200,Denmark,Divorced,0
1491,"Bukowski, Mary",Female,1944-05-05,2200,Denmark,Divorced,0
1492,"Ballard, Elberta",Female,1962-02-10,2200,Denmark,Married/separated,0
1493,"Than, Amber",Female,1931-11-19,2100,Denmark,Married/separated,0
1494,"Williams, Wesley",Male,1956-06-29,2400,Denmark,Married/separated,0
1495,"Deboer, Maysea",Female,1951-05-12,2300,Denmark,Married/separated,0
1496,"Canterbury, Daniel",Male,1945-09-25,2200,Denmark,Widowed,0
1497,"Elliott, Ashley",Female,1963-09-22,2200,Denmark,Divorced,0
1498,"Wallace, Arealous",Male,1942-10-23,2400,Denmark,Divorced,2
1499,"Owen, Brooke",Female,1935-07-23,2300,Denmark,Widowed,0
1500,"Gay, Senayit",Female,1950-09-11,2300,Denmark,Married/separated,0
1501,"Varney, Raymond",Male,1968-03-31,2200,Denmark,Married/separated,0
1502,"el-Amiri, Adeeba",Female,1947-08-15,2200,Denmark,Never married,2
1503,"Alcazar Ochoa, Jeanne",Female,1962-02-11,2400,Denmark,Divorced,2
1504,"Nielsen, Lynzey",Female,1923-07-11,2400,Denmark,Widowed,2
1505,"Valles-Gonzales, Yair",Male,1958-12-01,2100,Denmark,Married/separated,0
1506,"Reynolds, Timothy",Male,1961-02-04,2400,Denmark,Never married,2
1507,"Donner, Brittany",Female,1919-01-09,2300,Denmark,Widowed,0
1508,"Sarwana, Selena",Female,1940-07-18,2400,Denmark,Widowed,0
1509,"al-Mina, Saalim",Male,1932-12-27,2300,Denmark,Married/separated,0
1510,"Stapleton, Samantha",Female,1935-02-06,2400,Denmark,Married/separated,0
1511,"Khabir, David",Male,1956-03-31,2300,Denmark,Married/separated,0
1512,"Richardson, Allison",Female,1952-01-09,2400,Denmark,Married/separated,2
1513,"Davis, Keith",Male,1929-01-27,2400,Denmark,Widowed,0
1514,"Lange, Archibald",Male,1947-08-04,2200,Denmark,Divorced,0
